Hospital_ID,Date,City,Department,Ward,ICU_Beds,General_Beds,Emergency_Beds,Occupied_Beds,Available_Beds,Admissions,Discharges,Doctors,Nurses,Staff_On_Duty,Average_Length_of_Stay,Emergency_Cases,Covid_Cases,Weather,Holiday,Season,Bed_Occupancy_Rate
HOSP-003,2024-05-23,Islamabad,Surgical,Surgical Ward,36.0,86.0,52.0,141.0,33.0,23.0,17.0,12.0,39.0,74.0,4.29,15.0,7.0,Foggy,No,Spring,81.03
HOSP-003,2024-05-24,Islamabad,Surgical,Surgical Ward,31.0,100.0,34.0,121.0,44.0,14.0,16.0,13.0,38.0,61.0,5.36,24.0,6.0,Clear,No,Spring,73.33
HOSP-003,2024-05-25,Islamabad,Surgical,Surgical Ward,17.0,79.0,38.0,83.0,51.0,27.0,26.0,10.0,31.0,54.0,5.31,25.0,3.0,Stormy,No,Spring,61.94
HOSP-003,2024-05-26,Islamabad,Surgical,Surgical Ward,33.0,73.0,34.0,102.0,38.0,36.0,34.0,8.0,32.0,55.0,4.63,41.0,3.0,Stormy,No,Spring,72.86
HOSP-003,2024-05-27,Islamabad,Surgical,Surgical Ward,23.0,107.0,49.0,140.0,39.0,20.0,18.0,11.0,39.0,67.0,4.77,29.0,4.0,Clear,No,Spring,78.21
HOSP-003,2024-05-28,Islamabad,Surgical,Surgical Ward,39.0,124.0,43.0,176.0,30.0,25.0,21.0,12.0,41.0,80.0,4.0,22.0,4.0,Rainy,No,Spring,85.44
HOSP-003,2024-05-29,Islamabad,Surgical,Surgical Ward,33.0,86.0,42.0,126.0,35.0,14.0,11.0,10.0,32.0,59.0,4.29,24.0,3.0,Clear,No,Spring,78.26
HOSP-003,2024-05-30,Islamabad,Surgical,Surgical Ward,20.0,69.0,21.0,78.0,32.0,41.0,39.0,7.0,22.0,48.0,3.77,39.0,3.0,Clear,No,Spring,70.91
HOSP-003,2024-05-31,Islamabad,Surgical,Surgical Ward,31.0,115.0,47.0,148.0,45.0,27.0,36.0,11.0,44.05313758849513,78.0,5.35,28.0,2.0,Foggy,No,Spring,76.68
HOSP-003,2024-06-01,Islamabad,Surgical,Surgical Ward,16.0,59.0,20.0,72.0,23.0,20.0,13.0,7.0,21.0,43.0,3.86,18.0,1.0,Hot,No,Summer,75.79
HOSP-003,2024-06-02,Islamabad,Surgical,Surgical Ward,17.0,107.0,31.0,113.0,42.0,33.0,31.0,10.0,30.0,58.0,4.57,34.0,3.0,Rainy,No,Summer,72.9
HOSP-003,2024-06-03,Islamabad,Surgical,Surgical Ward,26.0,116.0,45.0,150.0,37.0,22.0,25.0,13.0,44.0,84.0,4.29,28.0,2.0,Hot,No,Summer,80.21
HOSP-003,2024-06-04,Islamabad,Surgical,Surgical Ward,41.0,98.0,54.0,152.0,41.0,30.0,25.0,13.0,41.0,80.0,3.89,27.0,2.0,Hot,No,Summer,78.76
HOSP-003,2024-06-05,Islamabad,Surgical,Surgical Ward,41.0,74.0,43.0,118.0,40.0,27.0,21.0,12.0,41.0,73.0,5.38,35.0,4.0,Clear,No,Summer,74.68
HOSP-003,2024-06-06,Islamabad,Surgical,Surgical Ward,24.0,60.0,35.0,85.0,34.0,19.0,21.0,7.0,23.0,41.0,4.29,27.0,4.0,Hot,No,Summer,71.43
HOSP-003,2024-06-07,Islamabad,Surgical,Surgical Ward,27.0,102.0,25.0,125.0,29.0,30.0,25.0,11.0,42.0,78.0,3.02,20.0,2.0,Clear,No,Summer,81.17
HOSP-003,2024-06-08,Islamabad,Surgical,Surgical Ward,23.0,93.0,53.0,137.0,32.0,33.0,27.0,11.0,44.24759087657923,80.0,4.71,27.0,1.0,Stormy,No,Summer,81.07
HOSP-003,2024-06-09,Islamabad,Surgical,Surgical Ward,26.0,57.0,46.0,87.0,42.0,8.0,14.0,8.0,27.0,51.0,4.8,26.0,0.0,Hot,No,Summer,67.44
HOSP-003,2024-06-10,Islamabad,Surgical,Surgical Ward,31.0,104.0,21.0,110.0,46.0,23.0,20.0,10.0,30.0,63.0,3.39,13.0,4.0,Rainy,No,Summer,70.51
HOSP-003,2024-06-11,Lahore,Surgical,Surgical Ward,39.0,58.0,41.0,102.0,36.0,28.0,36.0,10.0,35.0,56.0,4.98,34.0,2.0,Rainy,No,Summer,73.91
HOSP-003,2024-06-12,Islamabad,Surgical,Surgical Ward,18.0,114.0,42.0,113.0,61.0,22.0,30.0,13.0,39.0,82.0,3.84,20.0,0.0,Clear,No,Summer,64.94
HOSP-003,2024-06-13,Islamabad,Surgical,Surgical Ward,20.0,80.0,46.0,112.0,34.0,19.0,19.0,9.0,32.0,54.0,4.67,31.0,3.0,Clear,No,Summer,76.71
HOSP-003,2024-06-14,Islamabad,Surgical,Surgical Ward,35.0,72.0,43.0,119.0,31.0,22.01757981037985,16.0,11.0,30.0,56.0,5.23,33.0,1.0,Stormy,No,Summer,79.33
HOSP-003,2024-06-15,Islamabad,Surgical,Surgical Ward,35.0,85.0,35.0,117.0,38.0,16.0,27.0,10.0,35.0,69.0,4.48,30.0,3.0,Hot,No,Summer,75.48
HOSP-003,2024-06-16,Islamabad,Surgical,Surgical Ward,40.0,75.0,54.0,126.0,43.0,21.460109332164173,15.0,10.0,44.0,76.0,4.29,30.0,2.0,Hot,No,Summer,74.56
HOSP-003,2024-06-17,Islamabad,Surgical,Surgical Ward,19.0,73.0,35.0,80.0,47.0,17.0,19.0,9.0,30.0,50.0,4.38,28.0,2.0,Clear,No,Summer,62.99
HOSP-003,2024-06-18,Islamabad,Surgical,Surgical Ward,37.0,123.0,40.0,134.0,66.0,26.0,8.0,12.0,44.0,77.0,3.78,26.953686822515184,1.0,Hot,No,Summer,67.0
HOSP-003,2024-06-19,Islamabad,Surgical,Surgical Ward,26.0,124.0,37.0,150.0,37.0,29.0,25.0,14.0,50.0,87.0708445484006,3.45,17.0,2.0,Hot,No,Summer,80.21
HOSP-003,2024-06-20,Islamabad,Surgical,Surgical Ward,34.0,112.0,36.0,142.0,40.0,38.0,31.0,13.0,43.58381731570238,80.0,3.43,26.0,0.0,Hot,No,Summer,78.02
HOSP-003,2024-06-21,Islamabad,Surgical,Surgical Ward,34.0,123.0,21.0,145.0,33.0,38.0,43.0,12.0,35.0,78.0,4.29,26.0,1.0,Stormy,No,Summer,81.46
HOSP-003,2024-06-22,Islamabad,Surgical,Surgical Ward,17.0,115.0,43.0,131.0,44.0,25.0,22.0,12.0,35.0,68.0,4.29,24.0,2.0,Hot,No,Summer,74.86
HOSP-003,2024-06-23,Lahore,Surgical,Surgical Ward,22.0,76.0,29.0,92.0,35.0,10.35356241232209,1.0,8.0,30.0,49.0,4.81,25.0,2.0,Rainy,No,Summer,72.44
HOSP-003,2024-06-24,Islamabad,Surgical,Surgical Ward,21.0,60.0,18.0,63.0,36.0,16.0,13.0,6.0,24.0,46.0,4.29,22.0,4.0,Clear,No,Summer,63.64
HOSP-003,2024-06-25,Islamabad,Surgical,Surgical Ward,16.0,102.0,27.0,99.0,46.0,19.0,18.0,10.0,32.0,57.0,4.29,22.0,2.0,Clear,No,Summer,68.28
HOSP-003,2024-06-26,Islamabad,Surgical,Surgical Ward,32.0,70.0,33.0,95.0,40.0,21.0,29.0,8.0,31.0,57.0,4.38,25.0,4.0,Clear,No,Summer,70.37
HOSP-003,2024-06-27,Lahore,Surgical,Surgical Ward,30.0,86.0,49.0,123.0,42.0,26.0,25.0,11.0,35.0,69.0,5.43,40.0,2.0,Rainy,No,Summer,74.55
HOSP-003,2024-06-28,Islamabad,Surgical,Surgical Ward,34.0,81.0,54.0,143.0,26.0,51.0,55.0,11.0,35.0,71.0,4.29,39.0,2.0,Rainy,No,Summer,84.62
HOSP-003,2024-06-29,Islamabad,Surgical,Surgical Ward,33.0,111.0,19.0,104.0,59.0,21.0,7.0,10.0,36.0,61.0,5.55,30.0,3.0,Clear,No,Summer,63.8
HOSP-003,2024-06-30,Islamabad,Surgical,Surgical Ward,21.0,87.0,35.0,89.0,54.0,19.0,17.0,9.0,36.0,59.0,4.33,27.0,0.0,Rainy,No,Summer,62.24
HOSP-003,2024-07-01,Islamabad,Surgical,Surgical Ward,27.0,127.0,32.0,130.0,56.0,32.0,31.0,10.0,44.84520352476811,79.0,2.69,38.0,2.0,Rainy,No,Summer,69.89
HOSP-003,2024-07-02,Islamabad,Surgical,Surgical Ward,34.0,76.0,51.0,131.0,30.0,7.0,11.0,12.0,39.0,69.0,4.34,25.0,4.0,Rainy,No,Summer,81.37
HOSP-003,2024-07-03,Islamabad,Surgical,Surgical Ward,22.0,121.0,42.0,138.0,47.0,35.0,29.0,11.0,36.0,75.0,4.29,28.0,2.0,Clear,No,Summer,74.59
HOSP-003,2024-07-04,Islamabad,Surgical,Surgical Ward,29.0,92.0,34.0,109.0,46.0,11.0,13.0,11.0,38.0,64.0,4.74,22.0,1.0,Hot,No,Summer,70.32
HOSP-003,2024-07-05,Islamabad,Surgical,Surgical Ward,26.0,118.0,29.0,122.0,51.0,27.0,13.0,10.0,40.0,74.0,4.05,29.0,2.0,Hot,No,Summer,70.52
HOSP-003,2024-07-06,Islamabad,Surgical,Surgical Ward,16.0,91.0,41.0,94.0,54.0,31.0,34.0,9.0,39.0,62.0,4.33,27.0,1.0,Rainy,No,Summer,63.51
HOSP-003,2024-07-07,Islamabad,Surgical,Surgical Ward,30.0,120.0,29.0,125.0,54.0,26.0,28.0,10.0,37.0,71.0,2.45,26.0,1.0,Clear,No,Summer,69.83
HOSP-003,2024-07-08,Islamabad,Surgical,Surgical Ward,26.0,89.0,20.0,114.0,21.0,22.0,18.0,9.0,28.0,53.0,3.8,25.0,0.0,Stormy,No,Summer,84.44
HOSP-003,2024-07-09,Islamabad,Surgical,Surgical Ward,27.0,81.0,50.0,101.0,57.0,17.0,12.0,9.0,33.0,65.0,4.27,36.0,3.0,Clear,No,Summer,63.92
HOSP-003,2024-07-10,Islamabad,Surgical,Surgical Ward,22.0,62.0,43.0,99.0,28.0,28.0,32.0,8.0,29.0,42.0,4.95,26.0,2.0,Hot,No,Summer,77.95
HOSP-003,2024-07-11,Islamabad,Surgical,Surgical Ward,30.0,88.0,20.0,99.0,39.0,22.075605718691943,22.0,8.0,37.0,63.0,3.83,19.0,2.0,Rainy,No,Summer,71.74
HOSP-003,2024-07-12,Islamabad,Surgical,Surgical Ward,29.0,105.0,29.0,116.0,47.0,19.0,21.0,9.0,34.0,64.0,4.29,34.0,2.0,Hot,No,Summer,71.17
HOSP-003,2024-07-13,Islamabad,Surgical,Surgical Ward,38.0,67.0,40.0,86.0,59.0,20.0,9.0,11.0,40.0,62.0,4.29,16.0,4.0,Hot,No,Summer,59.31
HOSP-003,2024-07-14,Islamabad,Surgical,Surgical Ward,23.0,100.0,41.0,98.0,66.0,23.3471075438372,22.0,9.0,34.0,58.0,4.29,29.0,1.0,Hot,No,Summer,59.76
HOSP-003,2024-07-15,Islamabad,Surgical,Surgical Ward,39.0,105.0,19.0,117.0,46.0,24.0,14.0,9.0,40.0,68.0,3.26,27.70702273489021,1.0,Hot,No,Summer,71.78
HOSP-003,2024-07-16,Islamabad,Surgical,Surgical Ward,36.0,66.0,29.0,96.0,35.0,17.0,6.0,8.0,26.0,42.0,5.69,28.0,1.0,Hot,No,Summer,73.28
HOSP-003,2024-07-17,Islamabad,Surgical,Surgical Ward,24.0,121.0,18.0,119.0,44.0,37.0,29.0,12.0,44.0,79.0,3.45,44.0,1.0,Stormy,No,Summer,73.01
HOSP-003,2024-07-18,Islamabad,Surgical,Surgical Ward,18.0,128.0,41.0,146.0,41.0,23.0,25.0,12.0,38.0,71.0,4.12,24.0,4.0,Rainy,No,Summer,78.07
HOSP-003,2024-07-19,Islamabad,Surgical,Surgical Ward,37.0,83.0,40.0,114.0,46.0,25.0,34.0,11.0,37.0,66.0,4.19,30.0,2.0,Hot,No,Summer,71.25
HOSP-003,2024-07-20,Islamabad,Surgical,Surgical Ward,31.0,111.0,37.0,105.0,74.0,19.0,16.0,12.0,37.0,78.0,4.2,9.0,1.0,Clear,No,Summer,58.66
HOSP-003,2024-07-21,Islamabad,Surgical,Surgical Ward,22.0,125.0,38.0,103.0,82.0,28.0,27.0,12.0,41.0,68.0,4.38,36.0,0.0,Clear,No,Summer,55.68
HOSP-003,2024-07-22,Islamabad,Surgical,Surgical Ward,19.0,112.0,43.0,114.0,60.0,18.0,11.0,11.0,42.0,70.0,4.7,20.0,2.0,Clear,No,Summer,65.52
HOSP-003,2024-07-23,Islamabad,Surgical,Surgical Ward,21.0,116.0,26.0,113.0,50.0,16.0,15.0,12.0,45.0,74.0,4.19,38.0,1.0,Hot,No,Summer,69.33
HOSP-003,2024-07-24,Islamabad,Surgical,Surgical Ward,19.0,74.0,23.0,88.0,28.0,19.0,11.0,8.0,23.0,51.0,4.08,30.0,1.0,Rainy,No,Summer,75.86
HOSP-003,2024-07-25,Islamabad,Surgical,Surgical Ward,32.0,118.0,48.0,151.0,47.0,29.0,40.0,12.0,46.0,82.05818011328275,5.93,18.0,2.0,Rainy,No,Summer,76.26
HOSP-003,2024-07-26,Islamabad,Surgical,Surgical Ward,28.0,86.0,18.0,93.0,39.0,30.0,32.0,10.0,27.0,55.0,3.17,21.0,1.0,Hot,No,Summer,70.45
HOSP-003,2024-07-27,Islamabad,Surgical,Surgical Ward,37.0,70.0,30.0,92.0,45.0,35.0,41.0,9.0,29.0,57.0,3.35,29.0,3.0,Hot,No,Summer,67.15
HOSP-003,2024-07-28,Islamabad,Surgical,Surgical Ward,36.0,110.0,40.0,121.0,65.0,24.0,20.0,12.0,48.0,84.0,2.26,25.0,1.0,Rainy,No,Summer,65.05
HOSP-003,2024-07-29,Islamabad,Surgical,Surgical Ward,23.0,56.0,26.0,74.0,31.0,23.0,10.0,6.0,23.0,42.0,4.6,31.0,3.0,Hot,No,Summer,70.48
HOSP-003,2024-07-30,Islamabad,Surgical,Surgical Ward,37.0,71.0,39.0,102.0,45.0,19.0,20.0,9.0,35.0,66.0,5.14,29.0,3.0,Hot,No,Summer,69.39
HOSP-003,2024-07-31,Islamabad,Surgical,Surgical Ward,17.0,91.0,27.0,97.0,38.0,24.0,28.0,10.0,34.0,59.0,4.76,35.0,1.0,Rainy,No,Summer,71.85
HOSP-003,2024-08-01,Islamabad,Surgical,Surgical Ward,22.0,87.0,46.0,114.0,41.0,28.0,28.0,10.0,32.0,67.0,3.12,18.0,4.0,Stormy,No,Summer,73.55
HOSP-003,2024-08-02,Islamabad,Surgical,Surgical Ward,20.0,75.0,29.0,83.0,41.0,21.498600445423612,22.0,8.0,29.0,51.0,7.07,22.0,1.0,Hot,No,Summer,66.94
HOSP-003,2024-08-03,Islamabad,Surgical,Surgical Ward,31.0,62.0,43.0,82.0,54.0,26.0,26.0,10.0,30.0,58.0,4.34,32.0,2.0,Clear,No,Summer,60.29
HOSP-003,2024-08-04,Islamabad,Surgical,Surgical Ward,25.0,107.0,48.0,95.0,85.0,18.0,17.0,14.0,45.84005464276064,85.0,4.69,25.0,3.0,Clear,No,Summer,52.78
HOSP-003,2024-08-05,Lahore,Surgical,Surgical Ward,25.0,95.0,35.0,98.0,57.0,24.0,23.0,9.0,40.0,68.0,3.98,17.0,3.0,Rainy,No,Summer,63.23
HOSP-003,2024-08-06,Islamabad,Surgical,Surgical Ward,29.0,128.0,34.0,140.0,51.0,29.0,25.0,11.0,50.0,82.0,4.29,22.0,2.0,Clear,No,Summer,73.3
HOSP-003,2024-08-07,Islamabad,Surgical,Surgical Ward,31.0,69.0,42.0,114.0,28.0,17.0,10.0,11.0,34.0,63.0,3.56,36.0,1.0,Stormy,No,Summer,80.28
HOSP-003,2024-08-08,Islamabad,Surgical,Surgical Ward,34.0,125.0,39.0,134.0,64.0,25.0,14.0,11.0,42.01065514170323,74.0,2.81,23.0,1.0,Rainy,No,Summer,67.68
HOSP-003,2024-08-09,Islamabad,Surgical,Surgical Ward,18.0,57.0,49.0,92.0,32.0,12.0,9.0,7.0,28.0,49.0,4.29,31.0,3.0,Rainy,No,Summer,74.19
HOSP-003,2024-08-10,Islamabad,Surgical,Surgical Ward,26.0,65.0,34.0,72.0,53.0,16.0,23.0,9.0,30.0,53.0,4.29,34.0,3.0,Hot,No,Summer,57.6
HOSP-003,2024-08-11,Islamabad,Surgical,Surgical Ward,31.0,100.0,23.0,88.0,66.0,14.0,1.0,9.0,32.0,62.0,3.29,24.0,3.0,Clear,No,Summer,57.14
HOSP-003,2024-08-12,Islamabad,Surgical,Surgical Ward,41.0,62.0,41.0,105.0,39.0,17.0,22.0,9.0,33.0,63.0,4.09,29.0,1.0,Hot,No,Summer,72.92
HOSP-003,2024-08-13,Islamabad,Surgical,Surgical Ward,40.0,73.0,37.0,106.0,44.0,24.0,28.0,9.0,40.0,73.0,3.78,34.0,3.0,Rainy,No,Summer,70.67
HOSP-003,2024-08-14,Islamabad,Surgical,Surgical Ward,23.0,60.0,22.0,69.0,36.0,7.0,1.0,6.0,22.0,37.0,6.61,21.0,1.0,Hot,Yes,Summer,65.71
HOSP-003,2024-08-15,Islamabad,Surgical,Surgical Ward,18.0,107.0,21.0,89.0,57.0,19.0,22.0,9.0,39.0,65.0,1.2,26.0,6.0,Hot,No,Summer,60.96
HOSP-003,2024-08-16,Islamabad,Surgical,Surgical Ward,21.0,104.0,50.0,130.0,45.0,33.0,27.0,13.0,41.157856854010326,76.0,4.6,19.0,3.0,Clear,No,Summer,74.29
HOSP-003,2024-08-17,Islamabad,Surgical,Surgical Ward,35.0,125.0,37.0,108.0,89.0,25.0,22.0,14.0,53.0,89.0,3.9,25.0,3.0,Rainy,No,Summer,54.82
HOSP-003,2024-08-18,Islamabad,Surgical,Surgical Ward,28.0,114.0,21.0,82.0,81.0,27.0,40.0,13.0,40.0,70.0,4.76,26.0,5.0,Hot,No,Summer,50.31
HOSP-003,2024-08-19,Islamabad,Surgical,Surgical Ward,23.0,109.0,24.0,101.0,55.0,14.0,39.0,11.0,38.0,64.0,3.11,29.0,1.0,Hot,No,Summer,64.74
HOSP-003,2024-08-20,Islamabad,Surgical,Surgical Ward,28.0,58.0,37.0,87.0,36.0,27.0,23.0,9.0,28.0,57.0,5.66,33.0,3.0,Hot,No,Summer,70.73
HOSP-003,2024-08-21,Islamabad,Surgical,Surgical Ward,28.0,126.0,32.0,128.0,58.0,18.0,9.0,14.0,43.0,79.63769918646302,4.29,22.0,2.0,Hot,No,Summer,68.82
HOSP-003,2024-08-22,Islamabad,Surgical,Surgical Ward,24.0,60.0,19.0,71.0,32.0,19.0,21.0,7.0,29.0,46.0,1.77,28.0,3.0,Rainy,No,Summer,68.93
HOSP-003,2024-08-23,Islamabad,Surgical,Surgical Ward,24.0,95.0,48.0,98.0,69.0,22.0,18.0,11.0,47.0,78.65894072844036,2.99,34.0,0.0,Hot,No,Summer,58.68
HOSP-003,2024-08-24,Islamabad,Surgical,Surgical Ward,30.0,108.0,24.0,84.0,78.0,18.0,16.0,10.0,41.0,73.0,4.8,27.061657086620002,1.0,Hot,No,Summer,51.85
HOSP-003,2024-08-25,Islamabad,Surgical,Surgical Ward,21.0,113.0,29.0,101.0,62.0,34.0,41.0,10.0,40.74202236323414,73.0,4.61,26.0,4.0,Stormy,No,Summer,61.96
HOSP-003,2024-08-26,Islamabad,Surgical,Surgical Ward,38.0,121.0,39.0,140.0,58.0,23.0,31.0,15.0,50.0,93.0,4.63,24.0,5.0,Clear,No,Summer,70.71
HOSP-003,2024-08-27,Islamabad,Surgical,Surgical Ward,27.0,95.0,50.0,123.0,49.0,27.0,25.0,10.0,43.24122952604728,77.0,4.29,31.0,7.0,Hot,No,Summer,71.51
HOSP-003,2024-08-28,Islamabad,Surgical,Surgical Ward,38.0,58.0,33.0,90.0,39.0,17.0,17.0,8.0,32.0,52.0,4.29,30.0,2.0,Hot,No,Summer,69.77
HOSP-003,2024-08-29,Islamabad,Surgical,Surgical Ward,40.0,56.0,46.0,106.0,36.0,28.19730199551398,29.0,10.0,28.0,58.0,5.34,30.0,1.0,Rainy,No,Summer,74.65
HOSP-003,2024-08-30,Islamabad,Surgical,Surgical Ward,19.0,74.0,35.0,95.0,33.0,18.0,12.0,7.0,26.0,53.0,3.84,27.0,3.0,Hot,No,Summer,74.22
HOSP-003,2024-08-31,Islamabad,Surgical,Surgical Ward,32.0,92.0,42.0,89.0,77.0,22.0,26.0,11.0,35.0,66.0,2.8,32.0,4.0,Hot,No,Summer,53.61
HOSP-003,2024-09-01,Islamabad,Surgical,Surgical Ward,31.0,101.0,36.0,89.0,79.0,7.0,11.0,11.0,41.0,71.0,4.0,21.0,5.0,Clear,No,Autumn,52.98
HOSP-003,2024-09-02,Islamabad,Surgical,Surgical Ward,22.0,63.0,31.0,76.0,40.0,26.0,30.0,7.0,30.0,56.0,4.29,17.0,3.0,Clear,No,Autumn,65.52
HOSP-003,2024-09-03,Islamabad,Surgical,Surgical Ward,20.0,105.0,31.0,106.0,50.0,16.0,11.0,11.0,34.0,63.0,5.94,12.0,6.0,Clear,No,Autumn,67.95
HOSP-003,2024-09-04,Islamabad,Surgical,Surgical Ward,35.0,121.0,26.0,116.0,66.0,26.0,29.0,10.0,44.0,71.0,3.69,29.0,8.0,Foggy,No,Autumn,63.74
HOSP-003,2024-09-05,Islamabad,Surgical,Surgical Ward,21.0,122.0,31.0,108.0,66.0,5.0,1.0,13.0,41.0,78.0,4.69,22.0,6.0,Clear,No,Autumn,62.07
HOSP-003,2024-09-06,Islamabad,Surgical,Surgical Ward,33.0,95.0,47.0,110.0,65.0,35.0,36.0,11.0,39.0,68.0,4.06,24.0,4.0,Clear,No,Autumn,62.86
HOSP-003,2024-09-07,Islamabad,Surgical,Surgical Ward,35.0,77.0,44.0,90.0,66.0,23.0,27.0,10.0,33.0,61.0,4.29,21.0,5.0,Clear,No,Autumn,57.69
HOSP-003,2024-09-08,Islamabad,Surgical,Surgical Ward,18.0,107.0,44.0,105.0,64.0,15.0,8.0,12.0,35.0,72.0,4.52,13.0,6.0,Clear,No,Autumn,62.13
HOSP-003,2024-09-09,Islamabad,Surgical,Surgical Ward,29.0,122.0,22.0,128.0,45.0,11.0,3.0,10.0,42.0,71.0,3.81,38.0,12.0,Rainy,No,Autumn,73.99
HOSP-003,2024-09-10,Islamabad,Surgical,Surgical Ward,37.0,124.0,42.0,148.0,55.0,37.0,36.0,13.0,44.0,84.0,4.29,30.0,8.0,Clear,No,Autumn,72.91
HOSP-003,2024-09-11,Islamabad,Surgical,Surgical Ward,25.0,84.0,40.0,98.0,51.0,20.0,14.0,11.0,34.0,67.0,4.41,26.0,7.0,Clear,No,Autumn,65.77
HOSP-003,2024-09-12,Islamabad,Surgical,Surgical Ward,20.0,77.0,40.0,91.0,46.0,16.0,23.0,10.0,33.0,52.0,5.99,23.0,9.0,Rainy,No,Autumn,66.42
HOSP-003,2024-09-13,Islamabad,Surgical,Surgical Ward,34.0,61.0,21.0,79.0,37.0,2.0,22.0,7.0,23.0,46.0,2.86,28.0,7.0,Foggy,No,Autumn,68.1
HOSP-003,2024-09-14,Islamabad,Surgical,Surgical Ward,31.0,93.0,40.0,97.0,67.0,20.0,15.0,10.0,36.0,63.0,3.23,27.169683301664584,9.0,Clear,No,Autumn,59.15
HOSP-003,2024-09-15,Islamabad,Surgical,Surgical Ward,32.0,93.0,34.0,94.0,65.0,32.0,26.0,9.0,33.0,56.0,4.64,22.0,10.0,Clear,No,Autumn,59.12
HOSP-003,2024-09-16,Islamabad,Surgical,Surgical Ward,18.0,77.0,54.0,90.0,59.0,18.0,26.0,10.0,37.0,72.0,3.84,33.0,8.5,Clear,No,Autumn,60.4
HOSP-003,2024-09-17,Islamabad,Surgical,Surgical Ward,38.0,74.0,27.0,91.0,48.0,27.0,35.0,8.0,35.0,60.0,3.51,33.0,7.0,Clear,No,Autumn,65.47
HOSP-003,2024-09-18,Islamabad,Surgical,Surgical Ward,37.0,106.0,28.0,118.0,53.0,22.0,11.0,11.0,37.0,74.0,3.16,28.0,8.5,Clear,No,Autumn,69.01
HOSP-003,2024-09-19,Islamabad,Surgical,Surgical Ward,37.0,126.0,38.0,130.0,71.0,27.0,23.0,13.0,45.3593518681582,82.0,4.29,18.0,10.0,Rainy,No,Autumn,64.68
HOSP-003,2024-09-20,Islamabad,Surgical,Surgical Ward,36.0,116.0,40.0,137.0,55.0,23.0,16.0,14.0,38.0,88.0,4.63,26.0,12.0,Clear,No,Autumn,71.35
HOSP-003,2024-09-21,Islamabad,Surgical,Surgical Ward,37.0,89.0,25.0,94.0,57.0,26.0,32.0,9.0,33.0,66.0,4.42,34.0,14.0,Rainy,No,Autumn,62.25
HOSP-003,2024-09-22,Islamabad,Surgical,Surgical Ward,32.0,58.0,47.0,88.0,49.0,28.0,21.0,10.0,29.0,55.0,4.29,26.0,7.0,Clear,No,Autumn,64.23
HOSP-003,2024-09-23,Islamabad,Surgical,Surgical Ward,21.0,114.0,53.0,141.0,47.0,24.0,28.0,11.0,46.57948190781828,83.0,4.29,29.0,11.0,Hot,No,Autumn,75.0
HOSP-003,2024-09-24,Islamabad,Surgical,Surgical Ward,22.0,56.0,53.0,97.0,34.0,10.373819737205746,1.0,8.0,37.0,60.0,4.8,23.0,15.0,Clear,No,Autumn,74.05
HOSP-003,2024-09-25,Islamabad,Surgical,Surgical Ward,32.0,77.0,32.0,109.0,32.0,27.0,24.0,9.0,35.0,57.0,4.69,20.0,19.0,Rainy,No,Autumn,77.3
HOSP-003,2024-09-26,Islamabad,Surgical,Surgical Ward,20.0,58.0,44.0,79.0,43.0,30.0,36.0,7.0,32.0,54.0,4.06,27.0,8.0,Clear,No,Autumn,64.75
HOSP-003,2024-09-27,Islamabad,Surgical,Surgical Ward,21.0,123.0,53.0,146.0,51.0,31.0,27.0,12.0,42.0,83.0,4.18,25.0,13.0,Clear,No,Autumn,74.11
HOSP-003,2024-09-28,Islamabad,Surgical,Surgical Ward,29.0,93.0,39.0,111.0,50.0,17.0,16.0,10.0,41.0,77.0,5.14,28.0,16.0,Stormy,No,Autumn,68.94
HOSP-003,2024-09-29,Islamabad,Surgical,Surgical Ward,27.0,85.0,40.0,102.0,50.0,21.0,23.0,9.0,37.0,66.0,4.71,30.0,17.0,Stormy,No,Autumn,67.11
HOSP-003,2024-09-30,Islamabad,Surgical,Surgical Ward,34.0,70.0,48.0,108.0,44.0,27.10354451511924,29.0,11.0,39.0,66.0,5.24,22.0,6.0,Clear,No,Autumn,71.05
HOSP-003,2024-10-01,Islamabad,Surgical,Surgical Ward,32.0,127.0,23.0,116.0,66.0,30.0,35.0,13.0,38.0,71.0,4.64,28.0,11.5,Clear,No,Autumn,63.74
HOSP-003,2024-10-02,Islamabad,Surgical,Surgical Ward,22.0,75.0,36.0,98.0,35.0,12.0,5.0,8.0,27.0,49.0,3.2,27.0,17.0,Foggy,No,Autumn,73.68
HOSP-003,2024-10-03,Islamabad,Surgical,Surgical Ward,33.0,62.0,29.0,87.0,37.0,27.0,23.0,9.0,35.0,59.0,4.73,41.0,14.0,Rainy,No,Autumn,70.16
HOSP-003,2024-10-04,Islamabad,Surgical,Surgical Ward,29.0,84.0,40.0,102.0,51.0,22.0,22.0,10.0,33.0,64.0,5.56,35.0,17.0,Rainy,No,Autumn,66.67
HOSP-003,2024-10-05,Islamabad,Surgical,Surgical Ward,33.0,126.0,52.0,143.0,68.0,30.0,22.0,14.0,46.0,85.0,5.18,36.0,18.0,Rainy,No,Autumn,67.77
HOSP-003,2024-10-06,Islamabad,Surgical,Surgical Ward,38.0,72.0,48.0,113.0,45.0,27.0,23.0,10.0,32.0,61.0,5.61,26.0,21.0,Rainy,No,Autumn,71.52
